Transaction [id=2, timeStamp=2021-05-04T14:07:34.695113900, currencyCode=NOK, amount=1200, mode=SELL]
Transaction [id=531, timeStamp=2021-05-04T14:07:35.247619, currencyCode=CNY, amount=1650, mode=SELL]
Transaction [id=533, timeStamp=2021-05-04T14:07:35.248619400, currencyCode=GBP, amount=2450, mode=SELL]
Transaction [id=535, timeStamp=2021-05-04T14:07:35.254623300, currencyCode=EUR, amount=2450, mode=SELL]
Transaction [id=537, timeStamp=2021-05-04T14:07:35.255618600, currencyCode=CHF, amount=650, mode=BUY]
Transaction [id=539, timeStamp=2021-05-04T14:07:35.256619500, currencyCode=AUD, amount=1800, mode=BUY]
Transaction [id=541, timeStamp=2021-05-04T14:07:35.257619100, currencyCode=GBP, amount=1900, mode=BUY]
Transaction [id=543, timeStamp=2021-05-04T14:07:35.258619400, currencyCode=EUR, amount=1550, mode=BUY]
Transaction [id=545, timeStamp=2021-05-04T14:07:35.259620300, currencyCode=USD, amount=1300, mode=SELL]
Transaction [id=547, timeStamp=2021-05-04T14:07:35.260619200, currencyCode=NOK, amount=1550, mode=SELL]
Transaction [id=549, timeStamp=2021-05-04T14:07:35.261619100, currencyCode=CNY, amount=900, mode=BUY]
Transaction [id=551, timeStamp=2021-05-04T14:07:35.261619100, currencyCode=AUD, amount=2450, mode=SELL]
Transaction [id=553, timeStamp=2021-05-04T14:07:35.261619100, currencyCode=JPY, amount=1150, mode=SELL]
Transaction [id=555, timeStamp=2021-05-04T14:07:35.262619500, currencyCode=DKK, amount=300, mode=SELL]
Transaction [id=557, timeStamp=2021-05-04T14:07:35.263619100, currencyCode=NOK, amount=1150, mode=BUY]
Transaction [id=559, timeStamp=2021-05-04T14:07:35.263619100, currencyCode=USD, amount=1000, mode=SELL]
Transaction [id=561, timeStamp=2021-05-04T14:07:35.264620500, currencyCode=GBP, amount=1150, mode=SELL]
Transaction [id=563, timeStamp=2021-05-04T14:07:35.266620100, currencyCode=NOK, amount=2250, mode=BUY]
Transaction [id=565, timeStamp=2021-05-04T14:07:35.267626900, currencyCode=DKK, amount=1550, mode=BUY]
Transaction [id=567, timeStamp=2021-05-04T14:07:35.267626900, currencyCode=USD, amount=1350, mode=SELL]
Transaction [id=569, timeStamp=2021-05-04T14:07:35.268619900, currencyCode=RUB, amount=1450, mode=BUY]
Transaction [id=571, timeStamp=2021-05-04T14:07:35.269620, currencyCode=GBP, amount=1900, mode=BUY]
Transaction [id=573, timeStamp=2021-05-04T14:07:35.271622100, currencyCode=NOK, amount=800, mode=SELL]
Transaction [id=575, timeStamp=2021-05-04T14:07:35.272620900, currencyCode=GBP, amount=2350, mode=SELL]
Transaction [id=577, timeStamp=2021-05-04T14:07:35.273619900, currencyCode=USD, amount=1750, mode=BUY]
Transaction [id=579, timeStamp=2021-05-04T14:07:35.274620900, currencyCode=DKK, amount=250, mode=BUY]
Transaction [id=581, timeStamp=2021-05-04T14:07:35.274620900, currencyCode=RUB, amount=500, mode=SELL]
Transaction [id=583, timeStamp=2021-05-04T14:07:35.275621500, currencyCode=GBP, amount=550, mode=SELL]
Transaction [id=585, timeStamp=2021-05-04T14:07:35.276620700, currencyCode=GBP, amount=250, mode=SELL]
Transaction [id=587, timeStamp=2021-05-04T14:07:35.276620700, currencyCode=USD, amount=2100, mode=SELL]
Transaction [id=590, timeStamp=2021-05-04T14:07:35.276620700, currencyCode=EUR, amount=2200, mode=SELL]
Transaction [id=592, timeStamp=2021-05-04T14:07:35.277620700, currencyCode=CNY, amount=350, mode=BUY]
Transaction [id=594, timeStamp=2021-05-04T14:07:35.278621100, currencyCode=GBP, amount=1000, mode=BUY]
Transaction [id=596, timeStamp=2021-05-04T14:07:35.279620300, currencyCode=EUR, amount=550, mode=SELL]
Transaction [id=598, timeStamp=2021-05-04T14:07:35.279620300, currencyCode=AUD, amount=1300, mode=SELL]
Transaction [id=601, timeStamp=2021-05-04T14:07:35.280621200, currencyCode=GBP, amount=1450, mode=SELL]
Transaction [id=603, timeStamp=2021-05-04T14:07:35.285622400, currencyCode=CHF, amount=2450, mode=BUY]
Transaction [id=605, timeStamp=2021-05-04T14:07:35.286621100, currencyCode=NOK, amount=400, mode=BUY]
Transaction [id=607, timeStamp=2021-05-04T14:07:35.287621400, currencyCode=CNY, amount=2000, mode=BUY]
Transaction [id=609, timeStamp=2021-05-04T14:07:35.305624600, currencyCode=DKK, amount=1700, mode=BUY]
Transaction [id=611, timeStamp=2021-05-04T14:07:35.306622900, currencyCode=DKK, amount=1450, mode=SELL]
Transaction [id=613, timeStamp=2021-05-04T14:07:35.307622900, currencyCode=JPY, amount=2250, mode=BUY]
Transaction [id=615, timeStamp=2021-05-04T14:07:35.308623200, currencyCode=NOK, amount=2400, mode=SELL]
Transaction [id=617, timeStamp=2021-05-04T14:07:35.308623200, currencyCode=EUR, amount=650, mode=SELL]
Transaction [id=619, timeStamp=2021-05-04T14:07:35.309623, currencyCode=CNY, amount=1100, mode=BUY]
Transaction [id=621, timeStamp=2021-05-04T14:07:35.310623, currencyCode=GBP, amount=500, mode=SELL]
Transaction [id=623, timeStamp=2021-05-04T14:07:35.310623, currencyCode=CHF, amount=1600, mode=BUY]
Transaction [id=625, timeStamp=2021-05-04T14:07:35.311623400, currencyCode=GBP, amount=600, mode=SELL]
Transaction [id=627, timeStamp=2021-05-04T14:07:35.312623600, currencyCode=AUD, amount=400, mode=BUY]
Transaction [id=629, timeStamp=2021-05-04T14:07:35.312623600, currencyCode=EUR, amount=1050, mode=SELL]
Transaction [id=631, timeStamp=2021-05-04T14:07:35.312623600, currencyCode=GBP, amount=500, mode=SELL]
Transaction [id=633, timeStamp=2021-05-04T14:07:35.313623, currencyCode=CHF, amount=250, mode=BUY]
Transaction [id=635, timeStamp=2021-05-04T14:07:35.314623800, currencyCode=CNY, amount=1400, mode=SELL]
Transaction [id=637, timeStamp=2021-05-04T14:07:35.316623300, currencyCode=RUB, amount=2150, mode=BUY]
Transaction [id=639, timeStamp=2021-05-04T14:07:35.316623300, currencyCode=NOK, amount=2200, mode=BUY]
Transaction [id=641, timeStamp=2021-05-04T14:07:35.317623600, currencyCode=JPY, amount=350, mode=BUY]
Transaction [id=643, timeStamp=2021-05-04T14:07:35.318623500, currencyCode=GBP, amount=600, mode=SELL]
Transaction [id=645, timeStamp=2021-05-04T14:07:35.319623500, currencyCode=CHF, amount=1750, mode=BUY]
Transaction [id=647, timeStamp=2021-05-04T14:07:35.319623500, currencyCode=JPY, amount=2350, mode=SELL]
Transaction [id=649, timeStamp=2021-05-04T14:07:35.319623500, currencyCode=CNY, amount=800, mode=SELL]
Transaction [id=651, timeStamp=2021-05-04T14:07:35.320623, currencyCode=EUR, amount=100, mode=SELL]
Transaction [id=653, timeStamp=2021-05-04T14:07:35.320623, currencyCode=JPY, amount=2100, mode=SELL]
Transaction [id=656, timeStamp=2021-05-04T14:07:35.321624600, currencyCode=GBP, amount=200, mode=SELL]
Transaction [id=658, timeStamp=2021-05-04T14:07:35.321624600, currencyCode=JPY, amount=400, mode=SELL]
Transaction [id=660, timeStamp=2021-05-04T14:07:35.322623300, currencyCode=JPY, amount=1450, mode=BUY]
Transaction [id=662, timeStamp=2021-05-04T14:07:35.322623300, currencyCode=JPY, amount=900, mode=SELL]
Transaction [id=665, timeStamp=2021-05-04T14:07:35.323623300, currencyCode=RUB, amount=2000, mode=SELL]
Transaction [id=667, timeStamp=2021-05-04T14:07:35.324624200, currencyCode=GBP, amount=350, mode=BUY]
Transaction [id=670, timeStamp=2021-05-04T14:07:35.328625900, currencyCode=GBP, amount=2400, mode=SELL]
Transaction [id=673, timeStamp=2021-05-04T14:07:35.329625900, currencyCode=EUR, amount=600, mode=BUY]
Transaction [id=675, timeStamp=2021-05-04T14:07:35.330624800, currencyCode=NOK, amount=2100, mode=SELL]
Transaction [id=677, timeStamp=2021-05-04T14:07:35.330624800, currencyCode=RUB, amount=400, mode=SELL]
Transaction [id=679, timeStamp=2021-05-04T14:07:35.332625800, currencyCode=CHF, amount=1100, mode=BUY]
Transaction [id=681, timeStamp=2021-05-04T14:07:35.334625400, currencyCode=JPY, amount=100, mode=BUY]
Transaction [id=683, timeStamp=2021-05-04T14:07:35.334625400, currencyCode=NOK, amount=250, mode=SELL]
Transaction [id=685, timeStamp=2021-05-04T14:07:35.337627200, currencyCode=USD, amount=600, mode=BUY]
Transaction [id=687, timeStamp=2021-05-04T14:07:35.338626400, currencyCode=EUR, amount=300, mode=SELL]
Transaction [id=689, timeStamp=2021-05-04T14:07:35.339626100, currencyCode=RUB, amount=2150, mode=SELL]
Transaction [id=691, timeStamp=2021-05-04T14:07:35.340625900, currencyCode=CNY, amount=1150, mode=BUY]
Transaction [id=693, timeStamp=2021-05-04T14:07:35.340625900, currencyCode=RUB, amount=1750, mode=SELL]
Transaction [id=695, timeStamp=2021-05-04T14:07:35.341625100, currencyCode=EUR, amount=650, mode=SELL]
Transaction [id=697, timeStamp=2021-05-04T14:07:35.341625100, currencyCode=NOK, amount=2050, mode=SELL]
Transaction [id=699, timeStamp=2021-05-04T14:07:35.341625100, currencyCode=JPY, amount=300, mode=SELL]
Transaction [id=701, timeStamp=2021-05-04T14:07:35.343625900, currencyCode=EUR, amount=1950, mode=BUY]
Transaction [id=703, timeStamp=2021-05-04T14:07:35.343625900, currencyCode=USD, amount=1450, mode=SELL]
Transaction [id=705, timeStamp=2021-05-04T14:07:35.344626900, currencyCode=EUR, amount=1700, mode=SELL]
Transaction [id=707, timeStamp=2021-05-04T14:07:35.344626900, currencyCode=NOK, amount=150, mode=SELL]
Transaction [id=709, timeStamp=2021-05-04T14:07:35.346625900, currencyCode=EUR, amount=2150, mode=BUY]
Transaction [id=712, timeStamp=2021-05-04T14:07:35.346625900, currencyCode=RUB, amount=550, mode=SELL]
Transaction [id=714, timeStamp=2021-05-04T14:07:35.347625700, currencyCode=JPY, amount=1150, mode=SELL]
Transaction [id=716, timeStamp=2021-05-04T14:07:35.348629900, currencyCode=USD, amount=750, mode=SELL]
Transaction [id=718, timeStamp=2021-05-04T14:07:35.350629300, currencyCode=GBP, amount=2400, mode=BUY]
Transaction [id=720, timeStamp=2021-05-04T14:07:35.351625900, currencyCode=USD, amount=2400, mode=BUY]
Transaction [id=722, timeStamp=2021-05-04T14:07:35.352625500, currencyCode=JPY, amount=1800, mode=BUY]
Transaction [id=724, timeStamp=2021-05-04T14:07:35.353625800, currencyCode=NOK, amount=2200, mode=BUY]
Transaction [id=726, timeStamp=2021-05-04T14:07:35.354627, currencyCode=NOK, amount=1650, mode=SELL]
Transaction [id=728, timeStamp=2021-05-04T14:07:35.354627, currencyCode=JPY, amount=1650, mode=SELL]
Transaction [id=730, timeStamp=2021-05-04T14:07:35.355626100, currencyCode=CHF, amount=700, mode=SELL]
Transaction [id=732, timeStamp=2021-05-04T14:07:35.356625600, currencyCode=JPY, amount=1650, mode=BUY]
Transaction [id=734, timeStamp=2021-05-04T14:07:35.356625600, currencyCode=DKK, amount=150, mode=SELL]
Transaction [id=736, timeStamp=2021-05-04T14:07:35.357626, currencyCode=GBP, amount=1250, mode=BUY]
Transaction [id=738, timeStamp=2021-05-04T14:07:35.362625500, currencyCode=DKK, amount=2150, mode=BUY]
Transaction [id=740, timeStamp=2021-05-04T14:07:35.363626700, currencyCode=USD, amount=400, mode=SELL]
Transaction [id=742, timeStamp=2021-05-04T14:07:35.363626700, currencyCode=DKK, amount=900, mode=SELL]
Transaction [id=744, timeStamp=2021-05-04T14:07:35.366627600, currencyCode=CHF, amount=2400, mode=BUY]
Transaction [id=746, timeStamp=2021-05-04T14:07:35.366627600, currencyCode=GBP, amount=1350, mode=SELL]
Transaction [id=748, timeStamp=2021-05-04T14:07:35.368628800, currencyCode=CHF, amount=800, mode=BUY]
Transaction [id=750, timeStamp=2021-05-04T14:07:35.370628, currencyCode=CNY, amount=850, mode=BUY]
Transaction [id=752, timeStamp=2021-05-04T14:07:35.374629600, currencyCode=AUD, amount=1100, mode=BUY]
Transaction [id=754, timeStamp=2021-05-04T14:07:35.375629100, currencyCode=GBP, amount=100, mode=SELL]
Transaction [id=756, timeStamp=2021-05-04T14:07:35.377629400, currencyCode=DKK, amount=200, mode=BUY]
Transaction [id=758, timeStamp=2021-05-04T14:07:35.378629200, currencyCode=RUB, amount=1000, mode=SELL]
Transaction [id=760, timeStamp=2021-05-04T14:07:35.380627700, currencyCode=CHF, amount=1600, mode=BUY]
Transaction [id=762, timeStamp=2021-05-04T14:07:35.383629900, currencyCode=CHF, amount=950, mode=BUY]
Transaction [id=764, timeStamp=2021-05-04T14:07:35.386628800, currencyCode=RUB, amount=2100, mode=BUY]
Transaction [id=767, timeStamp=2021-05-04T14:07:35.386628800, currencyCode=DKK, amount=2150, mode=SELL]
Transaction [id=769, timeStamp=2021-05-04T14:07:35.387629400, currencyCode=CHF, amount=600, mode=SELL]
Transaction [id=772, timeStamp=2021-05-04T14:07:35.388629, currencyCode=AUD, amount=450, mode=BUY]
Transaction [id=774, timeStamp=2021-05-04T14:07:35.388629, currencyCode=NOK, amount=850, mode=SELL]
Transaction [id=777, timeStamp=2021-05-04T14:07:35.389628700, currencyCode=RUB, amount=2400, mode=SELL]
Transaction [id=779, timeStamp=2021-05-04T14:07:35.389628700, currencyCode=JPY, amount=1500, mode=SELL]
Transaction [id=781, timeStamp=2021-05-04T14:07:35.390629, currencyCode=AUD, amount=1500, mode=SELL]
Transaction [id=783, timeStamp=2021-05-04T14:07:35.391629200, currencyCode=NOK, amount=550, mode=BUY]
Transaction [id=785, timeStamp=2021-05-04T14:07:35.392629100, currencyCode=AUD, amount=700, mode=BUY]
Transaction [id=787, timeStamp=2021-05-04T14:07:35.392629100, currencyCode=CHF, amount=1400, mode=BUY]
Transaction [id=789, timeStamp=2021-05-04T14:07:35.393629, currencyCode=EUR, amount=700, mode=SELL]
Transaction [id=794, timeStamp=2021-05-04T14:07:35.394629800, currencyCode=GBP, amount=950, mode=SELL]
Transaction [id=796, timeStamp=2021-05-04T14:07:35.396629, currencyCode=GBP, amount=1100, mode=BUY]
Transaction [id=800, timeStamp=2021-05-04T14:07:35.402630, currencyCode=NOK, amount=2200, mode=BUY]
Transaction [id=802, timeStamp=2021-05-04T14:07:35.403634900, currencyCode=AUD, amount=950, mode=SELL]
Transaction [id=804, timeStamp=2021-05-04T14:07:35.407633, currencyCode=CHF, amount=2450, mode=BUY]
Transaction [id=806, timeStamp=2021-05-04T14:07:35.409634900, currencyCode=USD, amount=650, mode=SELL]
Transaction [id=808, timeStamp=2021-05-04T14:07:35.412632200, currencyCode=CNY, amount=300, mode=BUY]
Transaction [id=810, timeStamp=2021-05-04T14:07:35.413634800, currencyCode=NOK, amount=1150, mode=SELL]
Transaction [id=812, timeStamp=2021-05-04T14:07:35.419632400, currencyCode=USD, amount=1600, mode=BUY]
Transaction [id=814, timeStamp=2021-05-04T14:07:35.420633, currencyCode=NOK, amount=750, mode=SELL]
Transaction [id=816, timeStamp=2021-05-04T14:07:35.421633, currencyCode=NOK, amount=600, mode=SELL]
Transaction [id=818, timeStamp=2021-05-04T14:07:35.423631600, currencyCode=DKK, amount=1450, mode=BUY]
Transaction [id=820, timeStamp=2021-05-04T14:07:35.424632600, currencyCode=EUR, amount=1000, mode=BUY]
Transaction [id=822, timeStamp=2021-05-04T14:07:35.425632100, currencyCode=EUR, amount=650, mode=BUY]
Transaction [id=825, timeStamp=2021-05-04T14:07:35.426633400, currencyCode=DKK, amount=100, mode=SELL]
Transaction [id=827, timeStamp=2021-05-04T14:07:35.428633400, currencyCode=RUB, amount=850, mode=BUY]
Transaction [id=829, timeStamp=2021-05-04T14:07:35.428633400, currencyCode=DKK, amount=850, mode=SELL]
Transaction [id=831, timeStamp=2021-05-04T14:07:35.429631900, currencyCode=NOK, amount=650, mode=BUY]
Transaction [id=833, timeStamp=2021-05-04T14:07:35.429631900, currencyCode=USD, amount=300, mode=SELL]
Transaction [id=835, timeStamp=2021-05-04T14:07:35.430631800, currencyCode=CHF, amount=1350, mode=SELL]
Transaction [id=837, timeStamp=2021-05-04T14:07:35.430631800, currencyCode=GBP, amount=1450, mode=SELL]
Transaction [id=839, timeStamp=2021-05-04T14:07:35.431633200, currencyCode=GBP, amount=450, mode=SELL]
Transaction [id=842, timeStamp=2021-05-04T14:07:35.431633200, currencyCode=JPY, amount=1400, mode=SELL]
Transaction [id=844, timeStamp=2021-05-04T14:07:35.433633400, currencyCode=AUD, amount=700, mode=BUY]
Transaction [id=846, timeStamp=2021-05-04T14:07:35.434631700, currencyCode=EUR, amount=1150, mode=BUY]
Transaction [id=848, timeStamp=2021-05-04T14:07:35.435631400, currencyCode=GBP, amount=900, mode=BUY]
Transaction [id=851, timeStamp=2021-05-04T14:07:35.435631400, currencyCode=GBP, amount=1350, mode=SELL]
Transaction [id=853, timeStamp=2021-05-04T14:07:35.436631800, currencyCode=AUD, amount=2050, mode=SELL]
Transaction [id=855, timeStamp=2021-05-04T14:07:35.437637500, currencyCode=AUD, amount=500, mode=SELL]
Transaction [id=857, timeStamp=2021-05-04T14:07:35.438632500, currencyCode=NOK, amount=2100, mode=SELL]
Transaction [id=859, timeStamp=2021-05-04T14:07:35.439632, currencyCode=GBP, amount=2350, mode=BUY]
Transaction [id=861, timeStamp=2021-05-04T14:07:35.440632800, currencyCode=USD, amount=1350, mode=BUY]
Transaction [id=864, timeStamp=2021-05-04T14:07:35.441635400, currencyCode=DKK, amount=1850, mode=BUY]
Transaction [id=866, timeStamp=2021-05-04T14:07:35.448634900, currencyCode=GBP, amount=1850, mode=BUY]
Transaction [id=868, timeStamp=2021-05-04T14:07:35.450634600, currencyCode=EUR, amount=1650, mode=BUY]
Transaction [id=870, timeStamp=2021-05-04T14:07:35.451633600, currencyCode=JPY, amount=2150, mode=BUY]
Transaction [id=872, timeStamp=2021-05-04T14:07:35.452632900, currencyCode=DKK, amount=2200, mode=SELL]
Transaction [id=874, timeStamp=2021-05-04T14:07:35.452632900, currencyCode=EUR, amount=2200, mode=SELL]
Transaction [id=876, timeStamp=2021-05-04T14:07:35.453633500, currencyCode=CHF, amount=750, mode=SELL]
Transaction [id=878, timeStamp=2021-05-04T14:07:35.454634800, currencyCode=RUB, amount=800, mode=BUY]
Transaction [id=880, timeStamp=2021-05-04T14:07:35.455633600, currencyCode=DKK, amount=550, mode=BUY]
Transaction [id=882, timeStamp=2021-05-04T14:07:35.455633600, currencyCode=JPY, amount=550, mode=SELL]
Transaction [id=884, timeStamp=2021-05-04T14:07:35.456634, currencyCode=DKK, amount=200, mode=SELL]
Transaction [id=886, timeStamp=2021-05-04T14:07:35.456634, currencyCode=DKK, amount=2000, mode=SELL]
Transaction [id=888, timeStamp=2021-05-04T14:07:35.458633900, currencyCode=USD, amount=1500, mode=BUY]
Transaction [id=890, timeStamp=2021-05-04T14:07:35.459634500, currencyCode=DKK, amount=1000, mode=BUY]
Transaction [id=892, timeStamp=2021-05-04T14:07:35.460634100, currencyCode=AUD, amount=1950, mode=BUY]
Transaction [id=894, timeStamp=2021-05-04T14:07:35.461634900, currencyCode=GBP, amount=500, mode=SELL]
Transaction [id=896, timeStamp=2021-05-04T14:07:35.462633900, currencyCode=USD, amount=1300, mode=BUY]
Transaction [id=898, timeStamp=2021-05-04T14:07:35.462633900, currencyCode=DKK, amount=1450, mode=SELL]
Transaction [id=900, timeStamp=2021-05-04T14:07:35.463634200, currencyCode=NOK, amount=2250, mode=BUY]
Transaction [id=902, timeStamp=2021-05-04T14:07:35.465637200, currencyCode=GBP, amount=900, mode=BUY]
Transaction [id=904, timeStamp=2021-05-04T14:07:35.466635500, currencyCode=EUR, amount=2250, mode=SELL]
Transaction [id=906, timeStamp=2021-05-04T14:07:35.468637700, currencyCode=JPY, amount=600, mode=BUY]
Transaction [id=909, timeStamp=2021-05-04T14:07:35.468637700, currencyCode=USD, amount=1400, mode=SELL]
Transaction [id=911, timeStamp=2021-05-04T14:07:35.472637800, currencyCode=AUD, amount=2150, mode=BUY]
Transaction [id=913, timeStamp=2021-05-04T14:07:35.474636700, currencyCode=JPY, amount=700, mode=BUY]
Transaction [id=915, timeStamp=2021-05-04T14:07:35.476637300, currencyCode=CHF, amount=900, mode=BUY]
Transaction [id=917, timeStamp=2021-05-04T14:07:35.477635700, currencyCode=JPY, amount=200, mode=BUY]
Transaction [id=919, timeStamp=2021-05-04T14:07:35.478643600, currencyCode=CHF, amount=1750, mode=BUY]
Transaction [id=922, timeStamp=2021-05-04T14:07:35.479635700, currencyCode=AUD, amount=2450, mode=SELL]
Transaction [id=924, timeStamp=2021-05-04T14:07:35.479635700, currencyCode=GBP, amount=1350, mode=SELL]
Transaction [id=926, timeStamp=2021-05-04T14:07:35.480635800, currencyCode=RUB, amount=1850, mode=SELL]
Transaction [id=929, timeStamp=2021-05-04T14:07:35.481637100, currencyCode=DKK, amount=2000, mode=SELL]
Transaction [id=931, timeStamp=2021-05-04T14:07:35.482636400, currencyCode=AUD, amount=200, mode=BUY]
Transaction [id=933, timeStamp=2021-05-04T14:07:35.493638400, currencyCode=AUD, amount=350, mode=SELL]
Transaction [id=936, timeStamp=2021-05-04T14:07:35.494637300, currencyCode=JPY, amount=250, mode=SELL]
Transaction [id=938, timeStamp=2021-05-04T14:07:35.494637300, currencyCode=GBP, amount=100, mode=SELL]
Transaction [id=940, timeStamp=2021-05-04T14:07:35.495637600, currencyCode=RUB, amount=1900, mode=SELL]
Transaction [id=942, timeStamp=2021-05-04T14:07:35.495637600, currencyCode=JPY, amount=1550, mode=SELL]
Transaction [id=944, timeStamp=2021-05-04T14:07:35.496637200, currencyCode=RUB, amount=1900, mode=BUY]
Transaction [id=946, timeStamp=2021-05-04T14:07:35.496637200, currencyCode=GBP, amount=2250, mode=SELL]
Transaction [id=948, timeStamp=2021-05-04T14:07:35.496637200, currencyCode=NOK, amount=1150, mode=SELL]
Transaction [id=951, timeStamp=2021-05-04T14:07:35.498637900, currencyCode=EUR, amount=750, mode=BUY]
Transaction [id=953, timeStamp=2021-05-04T14:07:35.499637700, currencyCode=USD, amount=100, mode=BUY]
Transaction [id=955, timeStamp=2021-05-04T14:07:35.500641700, currencyCode=CNY, amount=2450, mode=BUY]
Transaction [id=957, timeStamp=2021-05-04T14:07:35.501637600, currencyCode=CHF, amount=2000, mode=BUY]
Transaction [id=959, timeStamp=2021-05-04T14:07:35.502637200, currencyCode=USD, amount=2350, mode=SELL]
Transaction [id=961, timeStamp=2021-05-04T14:07:35.503637600, currencyCode=NOK, amount=1700, mode=BUY]
Transaction [id=963, timeStamp=2021-05-04T14:07:35.505642300, currencyCode=CNY, amount=400, mode=SELL]
Transaction [id=965, timeStamp=2021-05-04T14:07:35.508638600, currencyCode=RUB, amount=2000, mode=BUY]
Transaction [id=967, timeStamp=2021-05-04T14:07:35.511639500, currencyCode=GBP, amount=2200, mode=BUY]
Transaction [id=969, timeStamp=2021-05-04T14:07:35.511639500, currencyCode=AUD, amount=1100, mode=SELL]
Transaction [id=971, timeStamp=2021-05-04T14:07:35.512640600, currencyCode=JPY, amount=200, mode=BUY]
Transaction [id=973, timeStamp=2021-05-04T14:07:35.513639700, currencyCode=AUD, amount=1600, mode=BUY]
Transaction [id=975, timeStamp=2021-05-04T14:07:35.515640100, currencyCode=CNY, amount=950, mode=BUY]
Transaction [id=977, timeStamp=2021-05-04T14:07:35.516639700, currencyCode=USD, amount=1450, mode=SELL]
Transaction [id=979, timeStamp=2021-05-04T14:07:35.517644800, currencyCode=CNY, amount=2150, mode=SELL]
Transaction [id=981, timeStamp=2021-05-04T14:07:35.517644800, currencyCode=EUR, amount=1550, mode=BUY]
Transaction [id=983, timeStamp=2021-05-04T14:07:35.518638, currencyCode=CNY, amount=1900, mode=BUY]
Transaction [id=985, timeStamp=2021-05-04T14:07:35.519637600, currencyCode=EUR, amount=150, mode=BUY]
Transaction [id=987, timeStamp=2021-05-04T14:07:35.520638400, currencyCode=CHF, amount=1350, mode=BUY]
Transaction [id=989, timeStamp=2021-05-04T14:07:35.521638300, currencyCode=JPY, amount=550, mode=BUY]
Transaction [id=991, timeStamp=2021-05-04T14:07:35.522638400, currencyCode=CHF, amount=1700, mode=BUY]
Transaction [id=993, timeStamp=2021-05-04T14:07:35.523638300, currencyCode=NOK, amount=100, mode=BUY]
Transaction [id=997, timeStamp=2021-05-04T14:07:35.524639200, currencyCode=GBP, amount=500, mode=BUY]
Transaction [id=999, timeStamp=2021-05-04T14:07:35.529642600, currencyCode=JPY, amount=100, mode=SELL]
Transaction [id=1001, timeStamp=2021-05-04T14:07:35.530642800, currencyCode=AUD, amount=1800, mode=SELL]
Transaction [id=1003, timeStamp=2021-05-04T14:07:35.532640300, currencyCode=AUD, amount=1750, mode=BUY]
Transaction [id=1005, timeStamp=2021-05-04T14:07:35.533641800, currencyCode=EUR, amount=500, mode=BUY]
Transaction [id=1007, timeStamp=2021-05-04T14:07:35.534640400, currencyCode=GBP, amount=400, mode=SELL]
Transaction [id=1009, timeStamp=2021-05-04T14:07:35.536643200, currencyCode=CHF, amount=450, mode=BUY]
Transaction [id=1011, timeStamp=2021-05-04T14:07:35.539647300, currencyCode=AUD, amount=600, mode=SELL]
Transaction [id=1013, timeStamp=2021-05-04T14:07:35.540640500, currencyCode=EUR, amount=600, mode=BUY]
Transaction [id=1015, timeStamp=2021-05-04T14:07:35.542640500, currencyCode=JPY, amount=200, mode=BUY]
Transaction [id=1017, timeStamp=2021-05-04T14:07:35.543640900, currencyCode=CHF, amount=650, mode=SELL]
Transaction [id=1019, timeStamp=2021-05-04T14:07:35.543640900, currencyCode=JPY, amount=1350, mode=SELL]
Transaction [id=1021, timeStamp=2021-05-04T14:07:35.544641100, currencyCode=RUB, amount=1750, mode=SELL]
Transaction [id=1023, timeStamp=2021-05-04T14:07:35.546640100, currencyCode=AUD, amount=900, mode=BUY]
Transaction [id=1025, timeStamp=2021-05-04T14:07:35.547640800, currencyCode=USD, amount=2450, mode=BUY]
Transaction [id=1027, timeStamp=2021-05-04T14:07:35.548642400, currencyCode=NOK, amount=1050, mode=SELL]
Transaction [id=1029, timeStamp=2021-05-04T14:07:35.549641500, currencyCode=USD, amount=2000, mode=BUY]
Transaction [id=1031, timeStamp=2021-05-04T14:07:35.550640900, currencyCode=JPY, amount=2300, mode=SELL]
Transaction [id=1033, timeStamp=2021-05-04T14:07:35.550640900, currencyCode=DKK, amount=1550, mode=SELL]
Transaction [id=1035, timeStamp=2021-05-04T14:07:35.551640700, currencyCode=JPY, amount=1400, mode=BUY]
Transaction [id=1038, timeStamp=2021-05-04T14:07:35.552640600, currencyCode=RUB, amount=2250, mode=SELL]
Transaction [id=1040, timeStamp=2021-05-04T14:07:35.552640600, currencyCode=JPY, amount=600, mode=SELL]
Transaction [id=1042, timeStamp=2021-05-04T14:07:35.553640300, currencyCode=DKK, amount=600, mode=BUY]
Transaction [id=1044, timeStamp=2021-05-04T14:07:35.554641500, currencyCode=CNY, amount=1750, mode=BUY]
Transaction [id=1046, timeStamp=2021-05-04T14:07:35.554641500, currencyCode=EUR, amount=150, mode=SELL]
Transaction [id=1048, timeStamp=2021-05-04T14:07:35.554641500, currencyCode=RUB, amount=250, mode=SELL]
Transaction [id=1050, timeStamp=2021-05-04T14:07:35.555640900, currencyCode=RUB, amount=1100, mode=BUY]
Transaction [id=1052, timeStamp=2021-05-04T14:07:35.556641800, currencyCode=NOK, amount=1950, mode=SELL]
Transaction [id=1055, timeStamp=2021-05-04T14:07:35.556641800, currencyCode=NOK, amount=250, mode=SELL]
Transaction [id=1057, timeStamp=2021-05-04T14:07:35.556641800, currencyCode=JPY, amount=400, mode=SELL]
Transaction [id=1059, timeStamp=2021-05-04T14:07:35.557640800, currencyCode=GBP, amount=500, mode=SELL]
